"CSquare","VME_index","Uncertainty_score","VME_Class","Uncertainty_Class","VME_Class_Name","Conf_Name"
"1000:100:100:1",5,1,3,"NULL","VME","VME"
"1500:352:235:3",2.204540769,0,0,"0","Low","Low"
"1500:352:352:2",2.204540769,0,0,"0","Low","Low"
"1500:361:124:2",2.204540769,0,0,"0","Low","Low"
"1500:384:479:4",5,1,3,"NULL","VME","VME"
"1500:394:219:3",5,1,3,"NULL","VME","VME"
"1500:394:219:4",5,1,3,"NULL","VME","VME"
"1500:394:227:1",5,1,3,"NULL","VME","VME"
"1500:394:227:2",5,1,3,"NULL","VME","VME"
"1500:394:364:4",5,1,3,"NULL","VME","VME"
"1500:394:457:2",5,1,3,"NULL","VME","VME"
"1500:455:459:2",2.204540769,0.589623821,0,"1","Low","Medium"
"1500:476:486:3",5,1,3,"NULL","VME","VME"
"1500:476:496:4",5,1,3,"NULL","VME","VME"
"1500:477:114:2",2.204540769,0,0,"0","Low","Low"
"1500:477:133:2",2.204540769,0,0,"0","Low","Low"
"1500:477:225:4",2.204540769,0,0,"0","Low","Low"
"1500:477:352:1",2.204540769,0,0,"0","Low","Low"
"1500:477:381:2",5,1,3,"NULL","VME","VME"
"1500:477:381:4",5,1,3,"NULL","VME","VME"
"1500:477:383:4",5,1,3,"NULL","VME","VME"
"1500:477:391:2",5,1,3,"NULL","VME","VME"
"1500:485:123:2",2.204540769,0,0,"0","Low","Low"
"1500:486:114:2",5,1,3,"NULL","VME","VME"
"1500:486:206:2",5,1,3,"NULL","VME","VME"
"1500:486:207:1",5,1,3,"NULL","VME","VME"
"1500:486:215:3",5,1,3,"NULL","VME","VME"
"1500:487:208:2",5,1,3,"NULL","VME","VME"
"1500:488:100:4",5,1,3,"NULL","VME","VME"
"1500:489:207:4",5,1,3,"NULL","VME","VME"
"1500:495:351:4",5,1,3,"NULL","VME","VME"
"1501:380:235:3",5,1,3,"NULL","VME","VME"
"1600:110:495:4",4.324922359,0.534000234,2,"1","High","Medium"
"1600:111:110:4",2.204540769,0,0,"0","Low","Low"
"1600:112:101:4",2.204540769,0,0,"0","Low","Low"
"1600:120:101:3",5,1,3,"NULL","VME","VME"
"1600:120:102:4",5,1,3,"NULL","VME","VME"
"1600:122:113:1",2.38117618,0.515388203,0,"1","Low","Medium"
"1600:123:141:4",5,1,3,"NULL","VME","VME"
"1600:123:245:3",5,1,3,"NULL","VME","VME"
"1600:123:353:1",5,1,3,"NULL","VME","VME"
"1600:123:363:2",5,1,3,"NULL","VME","VME"
"1600:123:455:3",5,1,3,"NULL","VME","VME"
"1600:123:455:4",5,1,3,"NULL","VME","VME"
"1600:123:466:3",5,1,3,"NULL","VME","VME"
"1600:123:467:1",5,1,3,"NULL","VME","VME"
"1600:123:475:4",5,1,3,"NULL","VME","VME"
"1600:123:478:1",5,1,3,"NULL","VME","VME"
"1600:123:478:2",5,1,3,"NULL","VME","VME"
"1600:124:360:3",5,1,3,"NULL","VME","VME"
"1600:124:372:3",5,1,3,"NULL","VME","VME"
"1600:124:381:1",5,1,3,"NULL","VME","VME"
"1600:124:485:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:124:485:3",5,1,3,"NULL","VME","VME"
"1600:124:486:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:124:488:4",5,1,3,"NULL","VME","VME"
"1600:124:489:3",5,1,3,"NULL","VME","VME"
"1600:124:495:3",5,1,3,"NULL","VME","VME"
"1600:225:120:3",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:225:131:2",5,1,3,"NULL","VME","VME"
"1600:225:248:2",5,1,3,"NULL","VME","VME"
"1600:225:249:1",5,1,3,"NULL","VME","VME"
"1600:225:249:3",5,1,3,"NULL","VME","VME"
"1600:225:352:2",5,1,3,"NULL","VME","VME"
"1600:225:352:3",5,1,3,"NULL","VME","VME"
"1600:225:353:1",5,1,3,"NULL","VME","VME"
"1600:225:353:2",5,1,3,"NULL","VME","VME"
"1600:225:456:1",5,1,3,"NULL","VME","VME"
"1600:226:479:2",5,1,3,"NULL","VME","VME"
"1600:226:479:3",5,1,3,"NULL","VME","VME"
"1600:226:496:3",5,1,3,"NULL","VME","VME"
"1600:235:100:2",5,1,3,"NULL","VME","VME"
"1600:235:110:1",5,1,3,"NULL","VME","VME"
"1600:235:110:2",5,1,3,"NULL","VME","VME"
"1600:235:120:4",5,1,3,"NULL","VME","VME"
"1600:235:123:1",5,1,3,"NULL","VME","VME"
"1600:235:235:4",5,1,3,"NULL","VME","VME"
"1600:235:457:3",5,1,3,"NULL","VME","VME"
"1600:235:465:4",5,1,3,"NULL","VME","VME"
"1600:235:466:3",5,1,3,"NULL","VME","VME"
"1600:235:468:3",5,1,3,"NULL","VME","VME"
"1600:235:469:3",5,1,3,"NULL","VME","VME"
"1600:235:476:1",5,1,3,"NULL","VME","VME"
"1600:235:476:2",5,1,3,"NULL","VME","VME"
"1600:235:477:1",5,1,3,"NULL","VME","VME"
"1600:235:477:2",5,1,3,"NULL","VME","VME"
"1600:235:478:1",5,1,3,"NULL","VME","VME"
"1600:235:478:3",5,1,3,"NULL","VME","VME"
"1600:235:487:4",5,1,3,"NULL","VME","VME"
"1600:236:123:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:236:207:2",5,1,3,"NULL","VME","VME"
"1600:236:238:3",5,1,3,"NULL","VME","VME"
"1600:236:238:4",5,1,3,"NULL","VME","VME"
"1600:236:380:3",5,1,3,"NULL","VME","VME"
"1600:237:111:4",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:237:120:1",5,1,3,"NULL","VME","VME"
"1600:237:120:3",5,1,3,"NULL","VME","VME"
"1600:237:130:4",5,1,3,"NULL","VME","VME"
"1600:237:131:1",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:237:131:3",5,1,3,"NULL","VME","VME"
"1600:237:142:3",5,1,3,"NULL","VME","VME"
"1600:237:144:3",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:237:456:1",5,1,3,"NULL","VME","VME"
"1600:237:478:1",5,1,3,"NULL","VME","VME"
"1600:237:478:2",5,1,3,"NULL","VME","VME"
"1600:237:479:4",5,1,3,"NULL","VME","VME"
"1600:237:489:4",5,1,3,"NULL","VME","VME"
"1600:237:498:1",5,1,3,"NULL","VME","VME"
"1600:237:498:2",5,1,3,"NULL","VME","VME"
"1600:238:390:4",5,1,3,"NULL","VME","VME"
"1600:238:392:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:245:209:1",5,1,3,"NULL","VME","VME"
"1600:245:225:3",2.304540769,0.515388203,0,"1","Low","Medium"
"1600:245:226:4",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:245:227:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:245:245:4",5,1,3,"NULL","VME","VME"
"1600:245:249:1",5,1,3,"NULL","VME","VME"
"1600:245:459:1",5,1,3,"NULL","VME","VME"
"1600:245:465:2",5,1,3,"NULL","VME","VME"
"1600:245:469:1",5,1,3,"NULL","VME","VME"
"1600:245:469:2",5,1,3,"NULL","VME","VME"
"1600:245:476:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:245:487:1",5,1,3,"NULL","VME","VME"
"1600:245:489:1",5,1,3,"NULL","VME","VME"
"1600:245:496:2",5,1,3,"NULL","VME","VME"
"1600:245:497:1",5,1,3,"NULL","VME","VME"
"1600:245:499:3",5,1,3,"NULL","VME","VME"
"1600:246:100:3",5,1,3,"NULL","VME","VME"
"1600:246:111:4",5,1,3,"NULL","VME","VME"
"1600:246:132:1",5,1,3,"NULL","VME","VME"
"1600:246:141:4",5,1,3,"NULL","VME","VME"
"1600:246:361:3",5,1,3,"NULL","VME","VME"
"1600:246:362:1",5,1,3,"NULL","VME","VME"
"1600:246:371:4",5,1,3,"NULL","VME","VME"
"1600:246:372:2",5,1,3,"NULL","VME","VME"
"1600:246:380:3",5,1,3,"NULL","VME","VME"
"1600:246:381:1",5,1,3,"NULL","VME","VME"
"1600:246:391:3",5,1,3,"NULL","VME","VME"
"1600:246:393:1",5,1,3,"NULL","VME","VME"
"1600:247:208:4",5,1,3,"NULL","VME","VME"
"1600:247:218:1",5,1,3,"NULL","VME","VME"
"1600:247:218:3",5,1,3,"NULL","VME","VME"
"1600:247:228:4",5,1,3,"NULL","VME","VME"
"1600:248:102:3",5,1,3,"NULL","VME","VME"
"1600:248:103:2",5,1,3,"NULL","VME","VME"
"1600:248:110:4",5,1,3,"NULL","VME","VME"
"1600:248:111:2",5,1,3,"NULL","VME","VME"
"1600:248:111:3",5,1,3,"NULL","VME","VME"
"1600:248:112:1",5,1,3,"NULL","VME","VME"
"1600:248:114:2",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:248:215:1",5,1,3,"NULL","VME","VME"
"1600:248:226:1",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:249:121:1",5,1,3,"NULL","VME","VME"
"1600:249:122:3",5,1,3,"NULL","VME","VME"
"1600:249:123:4",5,1,3,"NULL","VME","VME"
"1600:249:131:2",5,1,3,"NULL","VME","VME"
"1600:249:391:3",5,1,3,"NULL","VME","VME"
"1600:249:392:4",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:249:394:3",5,1,3,"NULL","VME","VME"
"1600:249:467:3",5,1,3,"NULL","VME","VME"
"1600:249:468:4",5,1,3,"NULL","VME","VME"
"1600:249:478:4",5,1,3,"NULL","VME","VME"
"1600:455:215:3",2.304540769,0.515388203,0,"1","Low","Medium"
"1600:455:217:1",5,1,3,"NULL","VME","VME"
"1600:455:227:2",2.304540769,0.515388203,0,"1","Low","Medium"
"1600:455:469:3",5,1,3,"NULL","VME","VME"
"1600:455:475:4",2.304540769,0.515388203,0,"1","Low","Medium"
"1600:455:479:2",5,1,3,"NULL","VME","VME"
"1600:456:102:2",5,1,3,"NULL","VME","VME"
"1600:456:112:4",3.351230536,0.515388203,1,"1","Medium","Medium"
"1600:456:122:2",5,1,3,"NULL","VME","VME"
"1600:456:122:4",5,1,3,"NULL","VME","VME"
"1600:456:130:2",5,1,3,"NULL","VME","VME"
"1600:456:133:3",5,1,3,"NULL","VME","VME"
"1600:456:142:1",5,1,3,"NULL","VME","VME"
"1600:456:352:2",5,1,3,"NULL","VME","VME"
"1600:456:360:1",5,1,3,"NULL","VME","VME"
"1600:456:363:1",5,1,3,"NULL","VME","VME"
"1600:456:370:1",5,1,3,"NULL","VME","VME"
"1600:456:372:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:456:374:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:456:381:1",5,1,3,"NULL","VME","VME"
"1600:456:382:2",5,1,3,"NULL","VME","VME"
"1600:456:384:1",5,1,3,"NULL","VME","VME"
"1600:456:384:2",5,1,3,"NULL","VME","VME"
"1600:456:384:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:456:390:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:456:392:2",5,1,3,"NULL","VME","VME"
"1600:459:103:1",5,1,3,"NULL","VME","VME"
"1600:459:103:2",5,1,3,"NULL","VME","VME"
"1600:459:103:4",5,1,3,"NULL","VME","VME"
"1600:459:113:3",5,1,3,"NULL","VME","VME"
"1600:459:114:2",5,1,3,"NULL","VME","VME"
"1600:459:114:4",5,1,3,"NULL","VME","VME"
"1600:459:497:4",2.204540769,0.0625,0,"0","Low","Low"
"1600:466:104:1",5,1,3,"NULL","VME","VME"
"1600:466:144:1",5,1,3,"NULL","VME","VME"
"1600:466:226:2",5,1,3,"NULL","VME","VME"
"1600:466:226:4",5,1,3,"NULL","VME","VME"
"1600:466:236:1",5,1,3,"NULL","VME","VME"
"1600:466:239:4",5,1,3,"NULL","VME","VME"
"1600:466:248:3",5,1,3,"NULL","VME","VME"
"1600:466:249:1",5,1,3,"NULL","VME","VME"
"1600:466:249:4",5,1,3,"NULL","VME","VME"
"1600:466:469:2",5,1,3,"NULL","VME","VME"
"1600:467:120:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:467:131:2",5,1,3,"NULL","VME","VME"
"1600:467:133:3",5,1,3,"NULL","VME","VME"
"1600:467:143:4",5,1,3,"NULL","VME","VME"
"1600:467:247:4",5,1,3,"NULL","VME","VME"
"1600:467:350:1",5,1,3,"NULL","VME","VME"
"1600:467:353:1",5,1,3,"NULL","VME","VME"
"1600:467:363:4",5,1,3,"NULL","VME","VME"
"1600:467:455:2",5,1,3,"NULL","VME","VME"
"1600:467:458:2",5,1,3,"NULL","VME","VME"
"1600:467:465:2",5,1,3,"NULL","VME","VME"
"1600:467:466:1",5,1,3,"NULL","VME","VME"
"1600:467:467:3",5,1,3,"NULL","VME","VME"
"1600:467:468:2",5,1,3,"NULL","VME","VME"
"1600:468:352:3",5,1,3,"NULL","VME","VME"
"1600:468:362:4",5,1,3,"NULL","VME","VME"
"1600:468:370:1",5,1,3,"NULL","VME","VME"
"1600:468:370:2",5,1,3,"NULL","VME","VME"
"1600:468:381:3",5,1,3,"NULL","VME","VME"
"1600:468:381:4",5,1,3,"NULL","VME","VME"
"1600:468:393:3",5,1,3,"NULL","VME","VME"
"1600:468:394:4",5,1,3,"NULL","VME","VME"
"1600:468:476:1",5,1,3,"NULL","VME","VME"
"1600:468:486:1",5,1,3,"NULL","VME","VME"
"1600:468:487:4",5,1,3,"NULL","VME","VME"
"1600:468:488:3",5,1,3,"NULL","VME","VME"
"1600:478:100:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1600:478:113:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1600:478:215:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:478:227:2",5,1,3,"NULL","VME","VME"
"1600:478:239:1",5,1,3,"NULL","VME","VME"
"1600:479:112:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:479:122:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:479:130:4",5,1,3,"NULL","VME","VME"
"1600:479:132:1",5,1,3,"NULL","VME","VME"
"1600:479:140:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:479:142:1",5,1,3,"NULL","VME","VME"
"1600:479:142:2",5,1,3,"NULL","VME","VME"
"1600:479:142:4",5,1,3,"NULL","VME","VME"
"1600:479:143:3",5,1,3,"NULL","VME","VME"
"1600:479:144:1",5,1,3,"NULL","VME","VME"
"1600:479:206:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:479:208:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:479:215:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1600:479:227:1",5,1,3,"NULL","VME","VME"
"1600:479:235:1",5,1,3,"NULL","VME","VME"
"1600:479:350:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1600:479:354:1",5,1,3,"NULL","VME","VME"
"1600:479:374:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1600:479:455:4",5,1,3,"NULL","VME","VME"
"1600:479:456:1",5,1,3,"NULL","VME","VME"
"1600:479:457:3",5,1,3,"NULL","VME","VME"
"1600:479:469:4",5,1,3,"NULL","VME","VME"
"1600:479:479:2",5,1,3,"NULL","VME","VME"
"1600:479:486:2",5,1,3,"NULL","VME","VME"
"1600:479:488:4",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:130:455:3",4.024922359,0.0625,2,"0","High","Low"
"1601:130:465:1",4.024922359,0.0625,2,"0","High","Low"
"1601:140:371:2",5,1,3,"NULL","VME","VME"
"1601:140:372:1",5,1,3,"NULL","VME","VME"
"1601:140:391:1",5,1,3,"NULL","VME","VME"
"1601:140:391:3",5,1,3,"NULL","VME","VME"
"1601:141:393:3",5,1,3,"NULL","VME","VME"
"1601:351:102:2",5,1,3,"NULL","VME","VME"
"1601:370:100:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:370:205:4",5,1,3,"NULL","VME","VME"
"1601:370:209:2",5,1,3,"NULL","VME","VME"
"1601:370:372:3",5,1,3,"NULL","VME","VME"
"1601:371:371:2",5,1,3,"NULL","VME","VME"
"1601:371:372:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:371:458:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:371:468:1",5,1,3,"NULL","VME","VME"
"1601:372:373:4",5,1,3,"NULL","VME","VME"
"1601:380:113:4",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:380:207:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:380:479:3",5,1,3,"NULL","VME","VME"
"1601:381:140:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:381:458:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:381:469:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:382:122:1",5,1,3,"NULL","VME","VME"
"1601:382:248:4",5,1,3,"NULL","VME","VME"
"1601:382:458:3",5,1,3,"NULL","VME","VME"
"1601:382:485:4",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:383:132:2",5,1,3,"NULL","VME","VME"
"1601:383:363:3",5,1,3,"NULL","VME","VME"
"1601:383:380:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:383:478:3",5,1,3,"NULL","VME","VME"
"1601:383:489:4",5,1,3,"NULL","VME","VME"
"1601:383:496:2",5,1,3,"NULL","VME","VME"
"1601:384:206:2",5,1,3,"NULL","VME","VME"
"1601:384:207:1",5,1,3,"NULL","VME","VME"
"1601:384:208:2",5,1,3,"NULL","VME","VME"
"1601:384:209:3",5,1,3,"NULL","VME","VME"
"1601:384:370:2",5,1,3,"NULL","VME","VME"
"1601:384:382:3",5,1,3,"NULL","VME","VME"
"1601:384:383:4",4.024922359,0.0625,2,"0","High","Low"
"1601:384:384:3",5,1,3,"NULL","VME","VME"
"1601:384:384:4",4.024922359,0.0625,2,"0","High","Low"
"1601:384:392:2",5,1,3,"NULL","VME","VME"
"1601:384:392:3",4.024922359,0.0625,2,"0","High","Low"
"1601:384:392:4",5,1,3,"NULL","VME","VME"
"1601:384:393:1",5,1,3,"NULL","VME","VME"
"1601:384:393:2",5,1,3,"NULL","VME","VME"
"1601:384:393:3",5,1,3,"NULL","VME","VME"
"1601:384:394:1",5,1,3,"NULL","VME","VME"
"1601:384:394:2",4.024922359,0.0625,2,"0","High","Low"
"1601:384:485:3",4.024922359,0.0625,2,"0","High","Low"
"1601:392:205:3",5,1,3,"NULL","VME","VME"
"1601:393:216:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:394:101:4",5,1,3,"NULL","VME","VME"
"1601:394:102:1",5,1,3,"NULL","VME","VME"
"1601:394:102:2",5,1,3,"NULL","VME","VME"
"1601:394:111:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:394:113:3",5,1,3,"NULL","VME","VME"
"1601:485:227:4",5,1,3,"NULL","VME","VME"
"1601:485:384:2",5,1,3,"NULL","VME","VME"
"1601:486:120:4",5,1,3,"NULL","VME","VME"
"1601:495:141:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:495:237:4",5,1,3,"NULL","VME","VME"
"1601:495:248:2",5,1,3,"NULL","VME","VME"
"1601:495:458:1",5,1,3,"NULL","VME","VME"
"1601:495:458:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:495:459:1",5,1,3,"NULL","VME","VME"
"1601:495:466:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:495:467:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:495:468:2",5,1,3,"NULL","VME","VME"
"1601:496:102:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:496:111:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:496:112:2",5,1,3,"NULL","VME","VME"
"1601:496:112:3",5,1,3,"NULL","VME","VME"
"1601:496:113:1",5,1,3,"NULL","VME","VME"
"1601:496:124:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:496:216:1",5,1,3,"NULL","VME","VME"
"1601:496:216:2",5,1,3,"NULL","VME","VME"
"1601:496:226:1",5,1,3,"NULL","VME","VME"
"1601:496:226:2",5,1,3,"NULL","VME","VME"
"1601:496:373:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1601:496:374:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:496:374:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:496:384:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:496:384:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1601:496:488:3",5,1,3,"NULL","VME","VME"
"1601:496:489:3",5,1,3,"NULL","VME","VME"
"1601:497:360:3",5,1,3,"NULL","VME","VME"
"1601:497:374:1",5,1,3,"NULL","VME","VME"
"1601:497:381:3",2.204540769,0.0625,0,"0","Low","Low"
"1601:497:382:4",5,1,3,"NULL","VME","VME"
"1601:498:476:4",5,1,3,"NULL","VME","VME"
"1602:390:394:2",5,1,3,"NULL","VME","VME"
"1700:479:496:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:488:485:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:488:497:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:104:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:104:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:208:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:208:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:217:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:219:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:225:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:226:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:228:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:246:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:249:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:354:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:361:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:370:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:373:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:392:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:393:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:394:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:489:467:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:498:131:2",2.68117618,0.534000234,1,"1","Medium","Medium"
"1700:498:141:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:498:205:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:498:208:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:498:215:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:498:458:3",2.68117618,0.534000234,1,"1","Medium","Medium"
"1700:498:458:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:225:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:236:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:362:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:363:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:381:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:383:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:456:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1700:499:487:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:124:142:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:124:248:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:206:218:1",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:206:218:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:206:227:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:206:239:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:206:459:4",5,1,3,"NULL","VME","VME"
"1701:206:479:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:206:489:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:207:101:4",5,1,3,"NULL","VME","VME"
"1701:207:110:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1701:207:110:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"1701:207:120:3",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:207:140:2",2.304540769,0.534000234,0,"1","Low","Medium"
"1701:207:216:4",5,1,3,"NULL","VME","VME"
"1701:208:110:2",5,1,3,"NULL","VME","VME"
"1701:208:124:2",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:208:225:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:208:225:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:208:238:4",5,1,3,"NULL","VME","VME"
"1701:208:364:4",5,1,3,"NULL","VME","VME"
"1701:208:370:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:208:370:4",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:208:371:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"1701:208:371:4",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:208:373:2",5,1,3,"NULL","VME","VME"
"1701:208:381:2",2.48117618,0.773082305,0,"2","Low","High"
"1701:208:466:3",5,1,3,"NULL","VME","VME"
"1701:208:468:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"1701:208:475:4",5,1,3,"NULL","VME","VME"
"1701:208:476:2",5,1,3,"NULL","VME","VME"
"1701:208:476:4",5,1,3,"NULL","VME","VME"
"1701:208:477:1",5,1,3,"NULL","VME","VME"
"1701:208:479:4",5,1,3,"NULL","VME","VME"
"1701:209:247:3",5,1,3,"NULL","VME","VME"
"1701:209:353:3",5,1,3,"NULL","VME","VME"
"1701:209:361:2",5,1,3,"NULL","VME","VME"
"1701:209:372:2",5,1,3,"NULL","VME","VME"
"1701:209:455:2",5,1,3,"NULL","VME","VME"
"1701:209:457:1",5,1,3,"NULL","VME","VME"
"1701:209:457:2",5,1,3,"NULL","VME","VME"
"1701:209:458:4",5,1,3,"NULL","VME","VME"
"1701:209:488:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:209:488:4",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:209:489:3",2.48117618,0.523845457,0,"1","Low","Medium"
"1701:209:497:2",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:209:498:1",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:209:498:2",2.48117618,0.612372436,0,"1","Low","Medium"
"1701:215:475:1",2.304540769,0.527046277,0,"1","Low","Medium"
"1701:215:489:3",2.48117618,0.534000234,0,"1","Low","Medium"
"1701:216:227:4",2.48117618,0.527046277,0,"1","Low","Medium"
"1701:216:238:4",2.48117618,0.525743521,0,"1","Low","Medium"
"1701:216:459:1",5,1,3,"NULL","VME","VME"
"1701:217:123:1",5,1,3,"NULL","VME","VME"
"1701:217:131:4",5,1,3,"NULL","VME","VME"
"1701:217:144:1",5,1,3,"NULL","VME","VME"
"1701:217:216:3",5,1,3,"NULL","VME","VME"
"1701:217:235:3",2.88117618,0.523845457,1,"1","Medium","Medium"
"1701:217:236:4",2.88117618,0.527046277,1,"1","Medium","Medium"
"1701:217:237:1",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:217:238:3",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:217:239:3",2.88117618,0.529740503,1,"1","Medium","Medium"
"1701:217:361:2",5,1,3,"NULL","VME","VME"
"1701:217:381:4",5,1,3,"NULL","VME","VME"
"1701:217:382:3",2.68117618,0.534000234,1,"1","Medium","Medium"
"1701:217:383:2",5,1,3,"NULL","VME","VME"
"1701:217:391:2",2.88117618,0.534000234,1,"1","Medium","Medium"
"1701:217:392:4",2.88117618,0.608194191,1,"1","Medium","Medium"
