"CSquare","VME_index","Uncertainty_score","VME_Class","Uncertainty_Class","VME_Class_Name","Conf_Name"
"7601:236:248:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:236:248:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:237:101:3",4.124922359,0.279508497,2,"0","High","Low"
"7601:237:103:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:237:114:2",5,1,3,"NULL","VME","VME"
"7601:237:218:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7601:237:218:4",2.746979411,0.279508497,1,"0","Medium","Low"
"7601:237:219:3",5,1,3,"NULL","VME","VME"
"7601:237:228:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:238:227:2",5,1,3,"NULL","VME","VME"
"7601:238:228:1",4.124922359,0.534000234,2,"1","High","Medium"
"7601:238:228:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7601:238:229:2",5,1,3,"NULL","VME","VME"
"7601:239:121:3",4.124922359,0.534000234,2,"1","High","Medium"
"7601:239:121:4",4.124922359,0.534000234,2,"1","High","Medium"
"7601:239:134:2",4.124922359,0.534000234,2,"1","High","Medium"
"7601:239:219:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:239:219:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:239:225:1",3.351230536,0.279508497,1,"0","Medium","Low"
"7601:239:229:1",5,1,3,"NULL","VME","VME"
"7601:239:229:2",5,1,3,"NULL","VME","VME"
"7601:239:235:1",5,1,3,"NULL","VME","VME"
"7601:239:238:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:351:352:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:351:353:2",1.605988048,0.279508497,0,"0","Low","Low"
"7601:352:239:4",1.605988048,0.279508497,0,"0","Low","Low"
"7601:352:372:4",1.605988048,0.279508497,0,"0","Low","Low"
"7601:353:479:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:361:352:3",2.304540769,0.279508497,0,"0","Low","Low"
"7601:362:465:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:362:467:1",2.48117618,0.279508497,0,"0","Low","Low"
"7601:363:352:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:363:394:2",1.605988048,0.279508497,0,"0","Low","Low"
"7601:363:495:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:372:350:1",3.251230536,0.0625,1,"0","Medium","Low"
"7601:373:104:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:373:205:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:374:239:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:468:476:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:468:479:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:468:498:3",1.605988048,0.279508497,0,"0","Low","Low"
"7601:469:245:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:469:373:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:475:239:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:475:393:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:475:458:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:476:131:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:476:141:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:476:226:3",2.304540769,0.279508497,0,"0","Low","Low"
"7601:476:455:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:477:124:3",2.304540769,0.279508497,0,"0","Low","Low"
"7601:477:124:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:477:133:3",2.304540769,0.279508497,0,"0","Low","Low"
"7601:477:133:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:477:205:2",1.605988048,0.279508497,0,"0","Low","Low"
"7601:477:225:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:477:227:2",1.605988048,0.279508497,0,"0","Low","Low"
"7601:477:228:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:477:361:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:478:133:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:478:142:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:478:142:3",2.304540769,0.279508497,0,"0","Low","Low"
"7601:478:228:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:478:391:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:478:393:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:478:475:3",1.605988048,0.279508497,0,"0","Low","Low"
"7601:478:498:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:479:215:4",2.304540769,0.279508497,0,"0","Low","Low"
"7601:479:245:3",2.304540769,0.279508497,0,"0","Low","Low"
"7601:479:475:3",1.605988048,0.279508497,0,"0","Low","Low"
"7601:479:477:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:479:478:1",1.605988048,0.279508497,0,"0","Low","Low"
"7601:479:478:2",2.48117618,0.279508497,0,"0","Low","Low"
"7601:479:485:1",2.304540769,0.279508497,0,"0","Low","Low"
"7601:479:485:2",2.304540769,0.279508497,0,"0","Low","Low"
"7601:486:459:3",2.48117618,0.279508497,0,"0","Low","Low"
"7602:100:208:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:100:218:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:102:350:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:102:497:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:103:477:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:112:479:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:120:205:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:121:487:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:121:497:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:121:498:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:122:246:4",2.48117618,0.279508497,0,"0","Low","Low"
"7602:123:363:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:130:110:4",5,1,3,"NULL","VME","VME"
"7602:130:111:1",5,1,3,"NULL","VME","VME"
"7602:130:111:3",5,1,3,"NULL","VME","VME"
"7602:130:111:4",5,1,3,"NULL","VME","VME"
"7602:130:120:1",5,1,3,"NULL","VME","VME"
"7602:130:120:2",4.124922359,0.534000234,2,"1","High","Medium"
"7602:130:121:1",5,1,3,"NULL","VME","VME"
"7602:130:121:2",5,1,3,"NULL","VME","VME"
"7602:130:205:1",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:130:216:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:131:100:1",2.304540769,0.279508497,0,"0","Low","Low"
"7602:131:112:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:131:205:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:131:208:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:131:215:3",4.124922359,0.279508497,2,"0","High","Low"
"7602:131:216:1",4.124922359,0.279508497,2,"0","High","Low"
"7602:132:206:2",4.124922359,0.279508497,2,"0","High","Low"
"7602:132:206:4",4.124922359,0.279508497,2,"0","High","Low"
"7602:132:216:2",4.124922359,0.279508497,2,"0","High","Low"
"7602:132:218:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:132:227:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:134:111:4",4.124922359,0.279508497,2,"0","High","Low"
"7602:134:112:3",4.124922359,0.279508497,2,"0","High","Low"
"7602:134:207:2",2.48117618,0.279508497,0,"0","Low","Low"
"7602:134:374:1",2.304540769,0.279508497,0,"0","Low","Low"
"7602:144:111:1",2.304540769,0.279508497,0,"0","Low","Low"
"7602:206:394:1",4.124922359,0.279508497,2,"0","High","Low"
"7602:209:143:1",2.88117618,0.0625,1,"0","Medium","Low"
"7602:209:392:4",4.124922359,0.0625,2,"0","High","Low"
"7602:218:364:1",4.124922359,0.0625,2,"0","High","Low"
"7602:218:489:2",4.124922359,0.279508497,2,"0","High","Low"
"7602:226:216:1",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:227:110:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:227:495:3",4.124922359,0.279508497,2,"0","High","Low"
"7602:235:112:4",4.124922359,0.279508497,2,"0","High","Low"
"7602:235:235:2",1.605988048,0.279508497,0,"0","Low","Low"
"7602:235:236:1",4.124922359,0.279508497,2,"0","High","Low"
"7602:236:124:4",4.124922359,0.279508497,2,"0","High","Low"
"7602:237:487:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:238:392:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:246:249:1",1.605988048,0.279508497,0,"0","Low","Low"
"7602:247:133:3",4.124922359,0.279508497,2,"0","High","Low"
"7602:247:141:2",4.124922359,0.279508497,2,"0","High","Low"
"7602:247:217:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:247:218:1",2.304540769,0.279508497,0,"0","Low","Low"
"7602:247:362:1",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:248:142:1",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:248:142:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:248:457:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:352:123:4",3.251230536,0.0625,1,"0","Medium","Low"
"7602:363:499:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:364:391:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:370:101:3",1.605988048,0.279508497,0,"0","Low","Low"
"7602:370:362:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:370:374:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:370:374:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:370:477:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:370:496:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:371:227:2",1.605988048,0.279508497,0,"0","Low","Low"
"7602:372:144:1",2.304540769,0.279508497,0,"0","Low","Low"
"7602:372:217:2",1.605988048,0.279508497,0,"0","Low","Low"
"7602:372:363:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:372:374:2",1.605988048,0.279508497,0,"0","Low","Low"
"7602:372:382:4",2.304540769,0.279508497,0,"0","Low","Low"
"7602:373:209:4",1.605988048,0.279508497,0,"0","Low","Low"
"7602:374:110:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:374:113:1",1.605988048,0.279508497,0,"0","Low","Low"
"7602:374:113:3",1.605988048,0.279508497,0,"0","Low","Low"
"7602:374:217:1",2.304540769,0.279508497,0,"0","Low","Low"
"7602:374:351:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:380:120:3",2.304540769,0.279508497,0,"0","Low","Low"
"7602:380:121:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:380:206:2",2.304540769,0.279508497,0,"0","Low","Low"
"7602:456:479:2",3.251230536,0.0625,1,"0","Medium","Low"
"7602:456:496:2",2.746979411,0.279508497,1,"0","Medium","Low"
"7602:456:496:4",4.124922359,0.279508497,2,"0","High","Low"
"7602:457:134:3",1.605988048,0.279508497,0,"0","Low","Low"
"7602:457:215:1",1.605988048,0.279508497,0,"0","Low","Low"
"7602:457:245:4",1.605988048,0.279508497,0,"0","Low","Low"
"7602:457:249:1",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:457:466:4",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:457:487:4",2.746979411,0.279508497,1,"0","Medium","Low"
"7602:457:495:2",1.605988048,0.279508497,0,"0","Low","Low"
"7602:458:133:4",3.351230536,0.279508497,1,"0","Medium","Low"
"7602:458:228:3",4.124922359,0.279508497,2,"0","High","Low"
"7602:458:487:4",1.605988048,0.279508497,0,"0","Low","Low"
"7602:459:246:2",2.68117618,0.0625,1,"0","Medium","Low"
"7602:459:371:1",2.48117618,0.279508497,0,"0","Low","Low"
"7602:465:248:1",2.48117618,0.279508497,0,"0","Low","Low"
"7602:465:363:2",2.48117618,0.279508497,0,"0","Low","Low"
"7602:465:465:2",2.48117618,0.279508497,0,"0","Low","Low"
"7602:466:207:2",2.746979411,0.279508497,1,"0","Medium","Low"
"7602:466:235:1",2.48117618,0.279508497,0,"0","Low","Low"
"7602:466:489:3",1.605988048,0.279508497,0,"0","Low","Low"
"7602:467:130:4",2.48117618,0.279508497,0,"0","Low","Low"
"7602:467:237:4",2.88117618,0.0625,1,"0","Medium","Low"
"7602:467:497:1",2.68117618,0.279508497,1,"0","Medium","Low"
"7602:468:111:4",2.48117618,0.279508497,0,"0","Low","Low"
"7602:468:215:2",1.605988048,0.279508497,0,"0","Low","Low"
"7602:476:246:1",2.88117618,0.279508497,1,"0","Medium","Low"
"7602:476:364:1",2.68117618,0.279508497,1,"0","Medium","Low"
"7602:476:456:1",2.88117618,0.279508497,1,"0","Medium","Low"
"7602:477:217:2",2.48117618,0.279508497,0,"0","Low","Low"
"7602:477:458:4",2.68117618,0.279508497,1,"0","Medium","Low"
"7602:477:468:1",2.88117618,0.279508497,1,"0","Medium","Low"
"7603:238:247:2",2.88117618,0.534000234,1,"1","Medium","Medium"
"7603:351:458:4",2.88117618,0.279508497,1,"0","Medium","Low"
"7603:353:100:4",2.88117618,0.0625,1,"0","Medium","Low"
"7603:353:113:4",2.88117618,0.0625,1,"0","Medium","Low"
"7603:353:124:1",2.88117618,0.0625,1,"0","Medium","Low"
"7603:353:124:4",2.88117618,0.0625,1,"0","Medium","Low"
"7603:354:373:2",2.68117618,0.279508497,1,"0","Medium","Low"
"7603:362:207:2",2.68117618,0.279508497,1,"0","Medium","Low"
"7603:362:216:1",2.88117618,0.279508497,1,"0","Medium","Low"
"7603:370:123:2",2.88117618,0.279508497,1,"0","Medium","Low"
"7603:370:134:2",2.68117618,0.279508497,1,"0","Medium","Low"
"7603:370:215:3",2.68117618,0.279508497,1,"0","Medium","Low"
"7603:370:225:1",2.88117618,0.279508497,1,"0","Medium","Low"
"7603:456:219:1",2.88117618,0.279508497,1,"0","Medium","Low"
"7604:112:101:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7604:112:101:4",3.251230536,0.0625,1,"0","Medium","Low"
"7604:206:208:3",4.124922359,0.0625,2,"0","High","Low"
"7604:206:227:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7604:206:238:4",3.351230536,0.279508497,1,"0","Medium","Low"
"7604:207:370:3",3.351230536,0.279508497,1,"0","Medium","Low"
"7604:208:134:4",5,1,3,"NULL","VME","VME"
"7605:228:469:3",5,1,3,"NULL","VME","VME"
"7605:228:486:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:228:487:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:228:497:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:229:229:3",5,1,3,"NULL","VME","VME"
"7605:229:247:2",5,1,3,"NULL","VME","VME"
"7605:229:352:1",5,1,3,"NULL","VME","VME"
"7605:229:352:4",5,1,3,"NULL","VME","VME"
"7605:229:354:1",5,1,3,"NULL","VME","VME"
"7605:229:370:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:229:374:2",5,1,3,"NULL","VME","VME"
"7605:229:384:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:229:392:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:229:393:3",2.68117618,0.534000234,1,"1","Medium","Medium"
"7605:229:455:3",5,1,3,"NULL","VME","VME"
"7605:229:459:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:229:466:2",5,1,3,"NULL","VME","VME"
"7605:229:468:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:229:477:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:229:485:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:229:485:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:236:488:1",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:229:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:237:249:4",3.814612354,0.534000234,2,"1","High","Medium"
"7605:237:371:2",2.504540769,0.534000234,0,"1","Low","Medium"
"7605:237:372:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:382:1",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:382:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:382:3",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:384:1",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:384:2",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:384:4",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:458:3",2.504540769,0.534000234,0,"1","Low","Medium"
"7605:237:459:2",2.504540769,0.534000234,0,"1","Low","Medium"
"7605:237:467:2",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:468:1",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:468:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:469:1",3.814612354,0.534000234,2,"1","High","Medium"
"7605:237:476:3",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:479:1",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:485:1",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:485:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:485:3",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:485:4",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:237:488:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:488:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:488:4",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:237:495:2",3.614612354,0.534000234,1,"1","Medium","Medium"
"7605:238:205:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:238:219:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:238:235:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:238:239:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:238:245:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:238:249:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:238:350:1",2.504540769,0.534000234,0,"1","Low","Medium"
"7605:238:353:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:238:374:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:238:384:2",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:238:384:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:238:391:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:238:467:4",5,1,3,"NULL","VME","VME"
"7605:238:486:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:238:489:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:238:489:4",5,1,3,"NULL","VME","VME"
"7605:238:498:4",5,1,3,"NULL","VME","VME"
"7605:238:499:2",5,1,3,"NULL","VME","VME"
"7605:239:102:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:120:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:120:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:132:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:144:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:215:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:215:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:217:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:219:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:219:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:248:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:372:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:374:1",2.304540769,0.279508497,0,"0","Low","Low"
"7605:239:380:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:381:2",5,1,3,"NULL","VME","VME"
"7605:239:384:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:393:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:459:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:466:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:475:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7605:239:475:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:239:477:3",5,1,3,"NULL","VME","VME"
"7605:239:479:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:479:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:486:1",5,1,3,"NULL","VME","VME"
"7605:239:487:1",5,1,3,"NULL","VME","VME"
"7605:239:495:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:239:496:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:245:140:2",2.68117618,0.534000234,1,"1","Medium","Medium"
"7605:247:209:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:247:228:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:247:238:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:247:239:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:247:459:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:247:468:4",5,1,3,"NULL","VME","VME"
"7605:247:488:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:247:499:3",5,1,3,"NULL","VME","VME"
"7605:248:111:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:113:3",2.304540769,0.534000234,0,"1","Low","Medium"
"7605:248:123:3",5,1,3,"NULL","VME","VME"
"7605:248:133:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:134:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:140:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:248:208:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:225:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:237:1",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:238:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:248:239:3",5,1,3,"NULL","VME","VME"
"7605:248:246:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:248:246:3",5,1,3,"NULL","VME","VME"
"7605:248:247:4",5,1,3,"NULL","VME","VME"
"7605:248:352:3",5,1,3,"NULL","VME","VME"
"7605:248:353:3",5,1,3,"NULL","VME","VME"
"7605:248:354:1",5,1,3,"NULL","VME","VME"
"7605:248:362:1",5,1,3,"NULL","VME","VME"
"7605:248:362:4",5,1,3,"NULL","VME","VME"
"7605:248:363:2",5,1,3,"NULL","VME","VME"
"7605:248:370:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:372:1",5,1,3,"NULL","VME","VME"
"7605:248:372:3",5,1,3,"NULL","VME","VME"
"7605:248:374:4",5,1,3,"NULL","VME","VME"
"7605:248:380:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:248:380:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:248:382:1",5,1,3,"NULL","VME","VME"
"7605:248:384:2",5,1,3,"NULL","VME","VME"
"7605:248:390:3",5,1,3,"NULL","VME","VME"
"7605:248:392:4",5,1,3,"NULL","VME","VME"
"7605:248:393:1",5,1,3,"NULL","VME","VME"
"7605:248:394:1",5,1,3,"NULL","VME","VME"
"7605:248:456:2",5,1,3,"NULL","VME","VME"
"7605:248:456:4",5,1,3,"NULL","VME","VME"
"7605:248:457:4",5,1,3,"NULL","VME","VME"
"7605:248:458:2",5,1,3,"NULL","VME","VME"
"7605:248:459:3",5,1,3,"NULL","VME","VME"
"7605:248:466:4",5,1,3,"NULL","VME","VME"
"7605:248:469:4",5,1,3,"NULL","VME","VME"
"7605:248:475:1",5,1,3,"NULL","VME","VME"
"7605:248:477:1",5,1,3,"NULL","VME","VME"
"7605:248:477:2",5,1,3,"NULL","VME","VME"
"7605:248:485:2",5,1,3,"NULL","VME","VME"
"7605:248:485:4",5,1,3,"NULL","VME","VME"
"7605:248:486:4",5,1,3,"NULL","VME","VME"
"7605:248:488:2",5,1,3,"NULL","VME","VME"
"7605:248:489:2",5,1,3,"NULL","VME","VME"
"7605:248:495:1",5,1,3,"NULL","VME","VME"
"7605:248:495:3",5,1,3,"NULL","VME","VME"
"7605:248:497:1",5,1,3,"NULL","VME","VME"
"7605:248:499:2",5,1,3,"NULL","VME","VME"
"7605:249:104:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:104:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:112:3",5,1,3,"NULL","VME","VME"
"7605:249:120:2",5,1,3,"NULL","VME","VME"
"7605:249:121:2",5,1,3,"NULL","VME","VME"
"7605:249:122:1",5,1,3,"NULL","VME","VME"
"7605:249:124:1",5,1,3,"NULL","VME","VME"
"7605:249:124:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:130:1",5,1,3,"NULL","VME","VME"
"7605:249:131:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:131:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:132:2",5,1,3,"NULL","VME","VME"
"7605:249:132:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:133:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7605:249:143:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:144:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:216:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:216:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:219:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:225:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:226:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:227:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:235:2",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:351:3",5,1,3,"NULL","VME","VME"
"7605:249:351:4",5,1,3,"NULL","VME","VME"
"7605:249:362:1",5,1,3,"NULL","VME","VME"
"7605:249:364:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:370:1",5,1,3,"NULL","VME","VME"
"7605:249:371:4",5,1,3,"NULL","VME","VME"
"7605:249:372:1",5,1,3,"NULL","VME","VME"
"7605:249:372:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:374:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:382:3",2.48117618,0.279508497,0,"0","Low","Low"
"7605:249:382:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:390:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:392:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7605:249:392:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:393:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:394:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:394:4",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:457:3",3.351230536,0.534000234,1,"1","Medium","Medium"
"7605:249:459:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:469:2",2.48117618,0.279508497,0,"0","Low","Low"
"7605:249:469:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:477:1",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:496:2",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:498:3",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:249:499:4",2.48117618,0.534000234,0,"1","Low","Medium"
"7605:456:103:2",3.351230536,0.279508497,1,"0","Medium","Low"
"7605:456:353:4",3.351230536,0.279508497,1,"0","Medium","Low"
"7605:456:476:1",3.351230536,0.279508497,1,"0","Medium","Low"
